From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Subcellular location [CC]	Gene Ontology (cellular component)
P20711	P20711	reviewed	DDC_HUMAN	Aromatic-L-amino-acid decarboxylase (AADC) (EC 4.1.1.28) (DOPA decarboxylase) (DDC)	DDC AADC	Homo sapiens (Human)		axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; neuronal cell body [GO:0043025]; synaptic vesicle [GO:0008021]
P23526	P23526	reviewed	SAHH_HUMAN	Adenosylhomocysteinase (AdoHcyase) (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; melanosome [GO:0042470]
P31431	P31431	reviewed	SDC4_HUMAN	Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)	SDC4	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:9169435}. Note=Shedding of the ectodomain produces a soluble form. {ECO:0000269|PubMed:9169435}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.	cell surface [GO:0009986]; costamere [GO:0043034]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; Golgi lumen [GO:0005796]; lysosomal lumen [GO:0043202]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
P35754	P35754	reviewed	GLRX1_HUMAN	Glutaredoxin-1 (Thioltransferase-1) (TTase-1)	GLRX GRX	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm.	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P41236	P41236	reviewed	IPP2_HUMAN	Protein phosphatase inhibitor 2 (IPP-2)	PPP1R2 IPP2	Homo sapiens (Human)		
P51693	P51693	reviewed	APLP1_HUMAN	Amyloid beta precursor like protein 1 (Amyloid beta (A4) precursor-like protein 1) (Amyloid-like protein 1) (APLP) (APLP-1) [Cleaved into: C30]	APLP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [C30]: Cytoplasm. Note=C-terminally processed in the Golgi complex.	basement membrane [GO:0005604]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
P52888	P52888	reviewed	THOP1_HUMAN	Thimet oligopeptidase (EC 3.4.24.15) (Endopeptidase 24.15) (MP78)	THOP1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P47788}.	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]
Q01973	Q01973	reviewed	ROR1_HUMAN	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (Neurotrophic tyrosine kinase, receptor-related 1)	ROR1 NTRKR1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:27162350}; Single-pass type I membrane protein. Cell projection, axon {ECO:0000250|UniProtKB:Q9Z139}.	axon terminus [GO:0043679]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; stress fiber [GO:0001725]
Q06418	Q06418	reviewed	TYRO3_HUMAN	Tyrosine-protein kinase receptor TYRO3 (EC 2.7.10.1) (Tyrosine-protein kinase BYK) (Tyrosine-protein kinase DTK) (Tyrosine-protein kinase RSE) (Tyrosine-protein kinase SKY) (Tyrosine-protein kinase TIF)	TYRO3 BYK DTK RSE SKY TIF	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q13275	Q13275	reviewed	SEM3F_HUMAN	Semaphorin-3F (Sema III/F) (Semaphorin IV) (Sema IV)	SEMA3F	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.	extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]
Q15846	Q15846	reviewed	CLUL1_HUMAN	Clusterin-like protein 1 (Retinal-specific clusterin-like protein)	CLUL1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	extracellular space [GO:0005615]; nucleus [GO:0005634]
Q16773	Q16773	reviewed	KAT1_HUMAN	Kynurenine--oxoglutarate transaminase 1 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase) (EC 4.4.1.13) (Glutamine transaminase K) (GTK) (Glutamine--phenylpyruvate transaminase) (EC 2.6.1.64) (Kynurenine aminotransferase 1) (Kynurenine aminotransferase I) (KATI) (Kynurenine--oxoglutarate transaminase I)	KYAT1 CCBL1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:7883047}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]
Q16820	Q16820	reviewed	MEP1B_HUMAN	Meprin A subunit beta (EC 3.4.24.63) (Endopeptidase-2) (Meprin B) (N-benzoyl-L-tyrosyl-P-amino-benzoic acid hydrolase subunit beta) (PABA peptide hydrolase) (PPH beta)	MEP1B	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22988105}; Single-pass type I membrane protein. Secreted {ECO:0000269|PubMed:10215852}. Note=Homodimers are essentially membrane bound but may also be shed from the surface by ADAM-10 and ADAM-17. {ECO:0000269|PubMed:22988105}.	extracellular region [GO:0005576]; meprin A complex [GO:0017090]; plasma membrane [GO:0005886]
Q6WN34	Q6WN34	reviewed	CRDL2_HUMAN	Chordin-like protein 2 (Breast tumor novel factor 1) (BNF-1) (Chordin-related protein 2)	CHRDL2 BNF1 CHL2 UNQ765/PRO1557	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000305}.	cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q76M96	Q76M96	reviewed	CCD80_HUMAN	Coiled-coil domain-containing protein 80 (Down-regulated by oncogenes protein 1) (Up-regulated in BRS-3 deficient mouse homolog)	CCDC80 DRO1 URB HBE245	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	basement membrane [GO:0005604]; extracellular region [GO:0005576]; interstitial matrix [GO:0005614]
Q86VZ4	Q86VZ4	reviewed	LRP11_HUMAN	Low-density lipoprotein receptor-related protein 11 (LRP-11)	LRP11	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	plasma membrane [GO:0005886]
Q8IZP9	Q8IZP9	reviewed	AGRG2_HUMAN	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Human epididymis-specific protein 6) (He6)	ADGRG2 GPR64 HE6 TM7LN2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:12420295}; Multi-pass membrane protein {ECO:0000255}.	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q8N1Q1	Q8N1Q1	reviewed	CAH13_HUMAN	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)	CA13	Homo sapiens (Human)		cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; myelin sheath [GO:0043209]
Q8NI22	Q8NI22	reviewed	MCFD2_HUMAN	Multiple coagulation factor deficiency protein 2 (Neural stem cell-derived neuronal survival protein)	MCFD2 SDNSF	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000269|PubMed:12717434}. Endoplasmic reticulum {ECO:0000269|PubMed:12717434}. Golgi apparatus {ECO:0000269|PubMed:12717434}.	endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]
Q8WTU2	Q8WTU2	reviewed	SRB4D_HUMAN	Scavenger receptor cysteine-rich domain-containing group B protein (Four scavenger receptor cysteine-rich domains-containing protein) (S4D-SRCRB)	SSC4D SRCRB4D	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.	extracellular region [GO:0005576]; membrane [GO:0016020]
Q8WVQ1	Q8WVQ1	reviewed	CANT1_HUMAN	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	CANT1 SHAPY	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12234496}; Single-pass type II membrane protein {ECO:0000269|PubMed:12234496}. Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:12234496}; Single-pass type II membrane protein {ECO:0000269|PubMed:12234496}. Cell membrane {ECO:0000269|PubMed:16835225}. Note=Processed form: Secreted.	endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; membrane [GO:0016020]; plasma membrane [GO:0005886]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]
Q8WX77	Q8WX77	reviewed	IBPL1_HUMAN	Insulin-like growth factor-binding protein-like 1 (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4) (IGFBP-rP4)	IGFBPL1 IGFBPRP4	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15845387}.	extracellular space [GO:0005615]
Q92520	Q92520	reviewed	FAM3C_HUMAN	Protein FAM3C (Interleukin-like EMT inducer)	FAM3C ILEI GS3786	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Cytoplasmic vesicle {ECO:0000269|PubMed:16959614}. Note=Cytoplasmic in some cancer cells.	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; platelet dense granule lumen [GO:0031089]
Q92692	Q92692	reviewed	NECT2_HUMAN	Nectin-2 (Herpes virus entry mediator B) (Herpesvirus entry mediator B) (HveB) (Nectin cell adhesion molecule 2) (Poliovirus receptor-related protein 2) (CD antigen CD112)	NECTIN2 HVEB PRR2 PVRL2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	apical junction complex [GO:0043296]; cell surface [GO:0009986]; cell-cell contact zone [GO:0044291]; cell-cell junction [GO:0005911]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; plasma membrane [GO:0005886]; zonula adherens [GO:0005915]
Q96LA6	Q96LA6	reviewed	FCRL1_HUMAN	Fc receptor-like protein 1 (FcR-like protein 1) (FcRL1) (Fc receptor homolog 1) (FcRH1) (IFGP family protein 1) (hIFGP1) (Immune receptor translocation-associated protein 5) (CD antigen CD307a)	FCRL1 FCRH1 IFGP1 IRTA5	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15479727, ECO:0000269|PubMed:16849395}; Single-pass type I membrane protein {ECO:0000269|PubMed:15479727, ECO:0000269|PubMed:16849395}.	cell surface [GO:0009986]; plasma membrane [GO:0005886]
Q9BQB4	Q9BQB4	reviewed	SOST_HUMAN	Sclerostin	SOST UNQ2976/PRO7455/PRO7476	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}.	extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; protein-containing complex [GO:0032991]
Q9GZM7	Q9GZM7	reviewed	TINAL_HUMAN	Tubulointerstitial nephritis antigen-like (Glucocorticoid-inducible protein 5) (Oxidized LDL-responsive gene 2 protein) (OLRG-2) (Tubulointerstitial nephritis antigen-related protein) (TIN Ag-related protein) (TIN-Ag-RP)	TINAGL1 GIS5 LCN7 OLRG2 TINAGL PP6614 PSEC0088 UNQ204/PRO230	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:10799322, ECO:0000269|PubMed:11170462}.	collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]
Q9HBB8	Q9HBB8	reviewed	CDHR5_HUMAN	Cadherin-related family member 5 (Mu-protocadherin) (Mucin and cadherin-like protein) (Mucin-like protocadherin) (MLPCDH)	CDHR5 MUCDHL MUPCDH UNQ2781/PRO7168	Homo sapiens (Human)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:24725409}; Single-pass type I membrane protein {ECO:0000269|PubMed:24725409}. Cell projection, microvillus membrane {ECO:0000269|PubMed:24725409}; Single-pass type I membrane protein {ECO:0000269|PubMed:24725409}.	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; clathrin-coated pit [GO:0005905]; extracellular exosome [GO:0070062]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]
Q9NQX5	Q9NQX5	reviewed	NPDC1_HUMAN	Neural proliferation differentiation and control protein 1 (NPDC-1)	NPDC1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	plasma membrane [GO:0005886]
Q9NR28	Q9NR28	reviewed	DBLOH_HUMAN	Diablo IAP-binding mitochondrial protein (Diablo homolog, mitochondrial) (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspase) (Smac)	DIABLO SMAC	Homo sapiens (Human)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14523016}. Note=Released into the cytosol when cells undergo apoptosis.	CD40 receptor complex [GO:0035631]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
Q9NY25	Q9NY25	reviewed	CLC5A_HUMAN	C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1)	CLEC5A CLECSF5 MDL1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21566123}; Single-pass type II membrane protein {ECO:0000269|PubMed:21566123}.	cell surface [GO:0009986]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
Q9UBU3	Q9UBU3	reviewed	GHRL_HUMAN	Appetite-regulating hormone (Growth hormone secretagogue) (Growth hormone-releasing peptide) (Motilin-related peptide) (Protein M46) [Cleaved into: Ghrelin-27; Ghrelin-28 (Ghrelin); Obestatin]	GHRL MTLRP UNQ524/PRO1066	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	axon [GO:0030424]; endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; postsynapse [GO:0098794]; Schaffer collateral - CA1 synapse [GO:0098685]; secretory granule lumen [GO:0034774]
Q9UHL4	Q9UHL4	reviewed	DPP2_HUMAN	Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)	DPP7 DPP2 QPP	Homo sapiens (Human)	SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:15487984}. Cytoplasmic vesicle {ECO:0000269|PubMed:15487984}. Secreted {ECO:0000269|PubMed:15487984}.	azurophil granule lumen [GO:0035578]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; vesicle [GO:0031982]
Q9UKJ0	Q9UKJ0	reviewed	PILRB_HUMAN	Paired immunoglobulin-like type 2 receptor beta (Activating receptor PILR-beta) (Cell surface receptor FDFACT)	PILRB FDFACT PP1551	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	plasma membrane [GO:0005886]
Q9Y286	Q9Y286	reviewed	SIGL7_HUMAN	Sialic acid-binding Ig-like lectin 7 (Siglec-7) (Adhesion inhibitory receptor molecule 1) (AIRM-1) (CDw328) (D-siglec) (QA79 membrane protein) (p75) (CD antigen CD328)	SIGLEC7 AIRM1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	plasma membrane [GO:0005886]
Q9Y5K6	Q9Y5K6	reviewed	CD2AP_HUMAN	CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains)	CD2AP	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15800069}. Cell projection, ruffle {ECO:0000269|PubMed:10339567}. Cell junction {ECO:0000269|PubMed:22891260}. Note=Colocalizes with F-actin and BCAR1/p130Cas in membrane ruffles (PubMed:10339567). Located at podocyte slit diaphragm between podocyte foot processes (By similarity). During late anaphase and telophase, concentrates in the vicinity of the midzone microtubules and in the midbody in late telophase (PubMed:15800069). {ECO:0000250|UniProtKB:Q9JLQ0, ECO:0000269|PubMed:10339567, ECO:0000269|PubMed:15800069}.	actin cytoskeleton [GO:0015629]; axon [GO:0030424]; cell leading edge [GO:0031252]; cell-cell junction [GO:0005911]; centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; endocytic vesicle [GO:0030139]; extracellular exosome [GO:0070062]; fibrillar center [GO:0001650]; filamentous actin [GO:0031941]; neuromuscular junction [GO:0031594]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; vesicle [GO:0031982]
P16234	P16234	reviewed	PGFRA_HUMAN	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a)	PDGFRA PDGFR2 RHEPDGFRA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}; Single-pass type I membrane protein {ECO:0000269|PubMed:14644164, ECO:0000269|PubMed:2554309, ECO:0000269|PubMed:8188664}. Cell projection, cilium {ECO:0000250|UniProtKB:P26618}. Golgi apparatus {ECO:0000250|UniProtKB:P26618}.	cell junction [GO:0030054]; cilium [GO:0005929]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; microvillus [GO:0005902]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; receptor complex [GO:0043235]
P55285	P55285	reviewed	CADH6_HUMAN	Cadherin-6 (Kidney cadherin) (K-cadherin)	CDH6	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	adherens junction [GO:0005912]; catenin complex [GO:0016342]; cell junction [GO:0030054]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q16620	Q16620	reviewed	NTRK2_HUMAN	BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B)	NTRK2 TRKB	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15494731}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000250|UniProtKB:P15209}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P15209}. Early endosome membrane {ECO:0000250|UniProtKB:P15209}. Cell projection, axon {ECO:0000250|UniProtKB:Q63604}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q63604}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q63604}. Postsynaptic density {ECO:0000250|UniProtKB:P15209}. Note=Internalized to endosomes upon ligand-binding. {ECO:0000250|UniProtKB:P15209}.	axon [GO:0030424]; axon terminus [GO:0043679]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; receptor complex [GO:0043235]; terminal bouton [GO:0043195]
