feat1,type_1
IL6ST,prot
IL7,prot
IL7R,prot
IL9,prot
ILKAP,prot
IMMT,prot
IMPA1,prot
IMPACT,prot
IMPG1,prot
ING1,prot
INHBB,prot
INHBC,prot
INPP1,prot
INPP5D,prot
INPP5J,prot
INPPL1,prot
INSL3,prot
INSL4,prot
INSL5,prot
INSR,prot
IPCEF1,prot
IQGAP2,prot
IRAG2,prot
IRAK1,prot
IRAK4,prot
ISLR2,prot
ISM1,prot
ISM2,prot
IST1,prot
ITGA11,prot
ITGA2,prot
ITGA5,prot
ITGA6,prot
ITGAL,prot
ITGAM,prot
ITGAV,prot
ITGAX,prot
ITGB1,prot
ITGB1BP1,prot
ITGB1BP2,prot
ITGB2,prot
ITGB5,prot
ITGB6,prot
ITGB7,prot
ITGBL1,prot
ITIH1,prot
ITIH3,prot
ITIH4,prot
ITIH5,prot
ITM2A,prot
ITPA,prot
ITPR1,prot
ITPRIP,prot
IVD,prot
IZUMO1,prot
JAM2,prot
JAM3,prot
JCHAIN,prot
JMJD1C,prot
JPT2,prot
JUN,prot
KAZALD1,prot
KAZN,prot
KCNC4,prot
KCNH2,prot
KCNIP4,prot
KCTD5,prot
KDM3A,prot
KDR,prot
KEL,prot
KHDC3L,prot
KHK,prot
KIAA0319,prot
KIAA1549,prot
KIAA1549L,prot
KIAA2013,prot
KIF1C,prot
KIF20B,prot
KIF22,prot
KIFBP,prot
KIR2DL2,prot
KIR2DL3,prot
KIR2DS4,prot
KIR3DL1,prot
KIR3DL2,prot
KIRREL1,prot
KIRREL2,prot
KIT,prot
KITLG,prot
KLB,prot
KLF4,prot
KLHL41,prot
KLK1,prot
KLK10,prot
KLK11,prot
KLK12,prot
KLK13,prot
KLK14,prot
KLK15,prot
KLK3,prot
KLK4,prot
KLK6,prot
KLK7,prot
KLK8,prot
KLKB1,prot
KLRB1,prot
KLRC1,prot
KLRD1,prot
KLRF1,prot
KLRK1,prot
KRT14,prot
KRT17,prot
KRT18,prot
KRT19,prot
KRT5,prot
KRT6C,prot
KRT8,prot
KYAT1,prot
KYNU,prot
L1CAM,prot
L3HYPDH,prot
LACRT,prot
LACTB2,prot
LAG3,prot
LAIR1,prot
LAIR2,prot
LAMA1,prot
LAMA4,prot
LAMB1,prot
LAMP1,prot
LAMP2,prot
LAMP3,prot
LAMTOR5,prot
LAP3,prot
LARP1,prot
LAT,prot
LAT2,prot
LATS1,prot
LAYN,prot
LBP,prot
LBR,prot
LCAT,prot
LCN15,prot
LCN2,prot
LCP1,prot
LDLR,prot
LDLRAP1,prot
LECT2,prot
LEFTY2,prot
LEG1,prot
LELP1,prot
LEO1,prot
LEP,prot
LEPR,prot
LETM1,prot
LGALS1,prot
LGALS3,prot
LGALS3BP,prot
LGALS4,prot
LGALS7_LGALS7B,prot
LGALS8,prot
LGALS9,prot
LGMN,prot
LHB,prot
LHPP,prot
LIF,prot
LIFR,prot
LILRA2,prot
LILRA3,prot
LILRA4,prot
LILRA5,prot
LILRA6,prot
LILRB1,prot
LILRB2,prot
LILRB4,prot
LILRB5,prot
LIPF,prot
LMNB1,prot
LMNB2,prot
LMOD1,prot
LMOD2,prot
LONP1,prot
LPA,prot
LPCAT2,prot
LPL,prot
LPO,prot
LPP,prot
LRCH4,prot
LRFN2,prot
LRG1,prot
LRIG1,prot
LRIG3,prot
LRP1,prot
LRP11,prot
LRP2,prot
LRP2BP,prot
LRPAP1,prot
LRRC25,prot
LRRC37A2,prot
LRRC38,prot
LRRC59,prot
LRRFIP1,prot
LRRN1,prot
LRTM1,prot
LRTM2,prot
LSM1,prot
LSM8,prot
LSP1,prot
LTA,prot
LTA4H,prot
LTB,prot
LTBP2,prot
LTBP3,prot
LTBR,prot
LTO1,prot
LUZP2,prot
LXN,prot
LY6D,prot
LY75,prot
LY9,prot
LY96,prot
LYAR,prot
LYN,prot
LYPD1,prot
LYPD3,prot
LYPD8,prot
LYPLA2,prot
LYSMD3,prot
LYVE1,prot
LYZL2,prot
LZTFL1,prot
M6PR,prot
MAD1L1,prot
MAEA,prot
MAG,prot
MAGEA3,prot
MAGED1,prot
MAMDC2,prot
MAMDC4,prot
MAN1A2,prot
MAN2B2,prot
MANEAL,prot
MANF,prot
MANSC1,prot
MANSC4,prot
MAP1LC3A,prot
MAP1LC3B2,prot
MAP2,prot
MAP2K1,prot
MAP2K6,prot
MAP3K5,prot
MAP4K5,prot
MAPK13,prot
MAPK9,prot
MAPKAPK2,prot
MAPRE3,prot
MAPT,prot
MARCO,prot
MARS1,prot
MASP1,prot
MATN2,prot
MATN3,prot
MAVS,prot
MAX,prot
MB,prot
MBL2,prot
MCAM,prot
MCEE,prot
MCEMP1,prot
MCFD2,prot
MCTS1,prot
MDGA1,prot
MDH1,prot
MDK,prot
MDM1,prot
MECR,prot
MED18,prot
MED21,prot
MEGF10,prot
MEGF11,prot
MEGF9,prot
MELTF,prot
MENT,prot
MEP1A,prot
MEP1B,prot
MEPE,prot
MERTK,prot
MESD,prot
MET,prot
METAP1,prot
METAP1D,prot
METAP2,prot
MFAP3,prot
MFAP3L,prot
MFAP4,prot
MFAP5,prot
MFGE8,prot
MGLL,prot
MGMT,prot
MIA,prot
MICALL2,prot
MICB_MICA,prot
MIF,prot
MILR1,prot
MINDY1,prot
MINK1,prot
MITD1,prot
MKI67,prot
MLLT1,prot
MLN,prot
MME,prot
MMP1,prot
MMP10,prot
MMP12,prot
MMP13,prot
MMP15,prot
MMP3,prot
MMP7,prot
MMP8,prot
MMP9,prot
MMUT,prot
MN1,prot
MNAT1,prot
MNDA,prot
MOCS2,prot
MOG,prot
MORC3,prot
MORF4L1,prot
MORF4L2,prot
MORN4,prot
MPHOSPH8,prot
MPI,prot
MPIG6B,prot
MPO,prot
MPRIP,prot
MRC1,prot
MRI1,prot
MRPL24,prot
MRPL28,prot
MRPL46,prot
MRPL52,prot
MRPL58,prot
MRPS16,prot
MSLN,prot
MSLNL,prot
MSMB,prot
MSR1,prot
MSRA,prot
MST1,prot
MSTN,prot
MTDH,prot
MTHFD2,prot
MTHFSD,prot
MTIF3,prot
MTPN,prot
MTR,prot
MTSS1,prot
MTSS2,prot
MTUS1,prot
MUC13,prot
MUC16,prot
MUC2,prot
MUCL3,prot
MVK,prot
MXRA8,prot
MYBPC1,prot
MYBPC2,prot
MYCBP2,prot
MYDGF,prot
MYH4,prot
MYH7B,prot
MYH9,prot
MYL1,prot
MYL3,prot
MYL4,prot
MYL6B,prot
MYLPF,prot
MYO6,prot
MYO9B,prot
MYOC,prot
MYOM1,prot
MYOM2,prot
MYOM3,prot
MZB1,prot
MZT1,prot
NAA10,prot
NAA80,prot
NAAA,prot
NACC1,prot
NADK,prot
NAGA,prot
NAGK,prot
NAGPA,prot
NAMPT,prot
NAP1L4,prot
NAPRT,prot
NARS1,prot
NBL1,prot
NBN,prot
NCAM1,prot
NCAM2,prot
NCAN,prot
NCF2,prot
NCK2,prot
NCLN,prot
NCR1,prot
NCR3LG1,prot
NCS1,prot
NDRG1,prot
NDST1,prot
NDUFA5,prot
NDUFB7,prot
NDUFS6,prot
NEB,prot
NECAP2,prot
NECTIN1,prot
NECTIN2,prot
NECTIN4,prot
NEDD4L,prot
NEDD9,prot
NEFL,prot
NEK7,prot
NELL1,prot
NELL2,prot
NENF,prot
NEO1,prot
NEXN,prot
NFASC,prot
NFAT5,prot
NFATC1,prot
NFATC3,prot
NFE2,prot
NFIC,prot
NFKB1,prot
NFKB2,prot
NFKBIE,prot
NFU1,prot
NFX1,prot
NFYA,prot
NGF,prot
NGFR,prot
NGRN,prot
NHLRC3,prot
NID1,prot
NID2,prot
NINJ1,prot
NIT1,prot
NIT2,prot
NLGN1,prot
NLGN2,prot
NME1,prot
NME3,prot
NMI,prot
NMNAT1,prot
NMRK2,prot
NMT1,prot
NOMO1,prot
NOP56,prot
NOS1,prot
NOS2,prot
NOS3,prot
NOTCH1,prot
NOTCH2,prot
NOTCH3,prot
NPC2,prot
NPDC1,prot
NPHS1,prot
NPHS2,prot
NPL,prot
NPM1,prot
NPPB,prot
NPPC,prot
NPR1,prot
NPTN,prot
NPTX1,prot
NPTX2,prot
NPTXR,prot
NPY,prot
NRCAM,prot
NRGN,prot
NRN1,prot
NRP1,prot
NRP2,prot
NRTN,prot
NRXN3,prot
NSFL1C,prot
NT5C,prot
NT5C1A,prot
NT5C3A,prot
NT5E,prot
NTF3,prot
NTF4,prot
NTproBNP,prot
NTRK2,prot
NTRK3,prot
NUB1,prot
NUBP1,prot
NUCB2,prot
NUDC,prot
NUDT10,prot
NUDT15,prot
NUDT16,prot
NUDT2,prot
NUDT5,prot
NUMB,prot
NUP50,prot
NXPE4,prot
NXPH1,prot
NXPH3,prot
OBP2B,prot
OCLN,prot
ODAM,prot
OFD1,prot
OGA,prot
OGFR,prot
OGN,prot
OGT,prot
OLFM4,prot
OLR1,prot
OMD,prot
OMG,prot
OMP,prot
OPHN1,prot
OPLAH,prot
OPTC,prot
ORM1,prot
OSBPL2,prot
OSCAR,prot
OSM,prot
OSMR,prot
OSTN,prot
OTOA,prot
OTUD6B,prot
OTUD7B,prot
OXCT1,prot
OXT,prot
P4HB,prot
PACS2,prot
PADI2,prot
PADI4,prot
PAEP,prot
PAFAH1B3,prot
PAFAH2,prot
PAG1,prot
PAGR1,prot
PAIP2B,prot
PAK4,prot
PALLD,prot
PALM,prot
PALM2,prot
PALM3,prot
PAM,prot
PAMR1,prot
PAPPA,prot
PARD3,prot
PARK7,prot
PARP1,prot
PAXX,prot
PBK,prot
PBLD,prot
PBXIP1,prot
PCARE,prot
PCBD1,prot
PCBP2,prot
PCDH1,prot
PCDH12,prot
PCDH17,prot
PCDH7,prot
PCDH9,prot
PCDHB15,prot
PCNA,prot
PCOLCE,prot
PCSK7,prot
PCSK9,prot
PCYT2,prot
PDAP1,prot
PDCD1,prot
PDCD1LG2,prot
PDCD5,prot
PDCD6,prot
PDCL2,prot
PDE1C,prot
PDE4D,prot
PDE5A,prot
PDGFA,prot
PDGFB,prot
PDGFC,prot
PDGFRA,prot
PDGFRB,prot
PDIA2,prot
PDIA3,prot
PDIA4,prot
PDIA5,prot
PDLIM5,prot
PDLIM7,prot
PDP1,prot
PDRG1,prot
PDXDC1,prot
PDZD2,prot
PDZK1,prot
PEAR1,prot
PEBP1,prot
PECAM1,prot
PECR,prot
PENK,prot
PEPD,prot
PER3,prot
PF4,prot
PFDN2,prot
PFDN4,prot
PFDN6,prot
PFKFB2,prot
PGA4,prot
PGD,prot
PGF,prot
PGLYRP1,prot
PGLYRP2,prot
PGLYRP4,prot
PGM2,prot
PGR,prot
PHACTR2,prot
PHLDB1,prot
PHLDB2,prot
PHOSPHO1,prot
PHYKPL,prot
PI16,prot
PI3,prot
PIBF1,prot
PIGR,prot
PIK3AP1,prot
PIK3IP1,prot
PIKFYVE,prot
PILRA,prot
PILRB,prot
PINLYP,prot
PITHD1,prot
PKD1,prot
PKD2,prot
PKLR,prot
PKN3,prot
PLA2G10,prot
PLA2G15,prot
PLA2G1B,prot
PLA2G2A,prot
PLA2G4A,prot
PLA2G7,prot
PLAT,prot
PLAU,prot
PLAUR,prot
PLB1,prot
PLCB1,prot
PLCB2,prot
PLEKHO1,prot
PLG,prot
PLIN1,prot
PLIN3,prot
PLPBP,prot
PLSCR3,prot
PLTP,prot
PLXDC1,prot
PLXDC2,prot
PLXNA4,prot
PLXNB2,prot
PLXNB3,prot
PM20D1,prot
PMCH,prot
PMM2,prot
PMS1,prot
PMVK,prot
PNLIP,prot
PNLIPRP1,prot
PNLIPRP2,prot
PNMA1,prot
PNMA2,prot
PNPT1,prot
PODXL,prot
PODXL2,prot
POF1B,prot
POLR2A,prot
POLR2F,prot
POMC,prot
PON1,prot
PON2,prot
PON3,prot
POSTN,prot
PPBP,prot
PPCDC,prot
PPIB,prot
PPIE,prot
PPIF,prot
PPL,prot
PPM1A,prot
PPM1B,prot
PPM1F,prot
PPME1,prot
PPP1CC,prot
PPP1R12A,prot
PPP1R12B,prot
PPP1R14A,prot
PPP1R14D,prot
PPP1R2,prot
PPP1R9B,prot
PPP2R5A,prot
PPP3R1,prot
PPT1,prot
PPY,prot
PQBP1,prot
PRAME,prot
PRAP1,prot
PRC1,prot
PRCP,prot
PRDX1,prot
PRDX2,prot
PRDX3,prot
PRDX5,prot
PRDX6,prot
PREB,prot
PRELP,prot
PRG2,prot
PRG3,prot
PRKAB1,prot
PRKAG3,prot
PRKAR1A,prot
PRKAR2A,prot
PRKCQ,prot
PRKD2,prot
PRKG1,prot
PRKRA,prot
PRL,prot
PRND,prot
PROC,prot
PROCR,prot
PROK1,prot
PROS1,prot
PRR4,prot
PRR5,prot
PRRT3,prot
PRSS2,prot
PRSS22,prot
PRSS27,prot
PRSS53,prot
PRSS8,prot
PRTFDC1,prot
PRTG,prot
PRTN3,prot
PRUNE2,prot
PSAP,prot
PSAPL1,prot
PSCA,prot
PSG1,prot
PSIP1,prot
PSMA1,prot
PSMC3,prot
PSMD1,prot
PSMD5,prot
PSMD9,prot
PSME1,prot
PSME2,prot
PSMG3,prot
PSMG4,prot
PSPN,prot
PSRC1,prot
PSTPIP2,prot
PTEN,prot
PTGDS,prot
PTGES2,prot
PTGR1,prot
PTH,prot
PTH1R,prot
PTK7,prot
PTN,prot
PTP4A3,prot
PTPN1,prot
PTPN6,prot
PTPN9,prot
PTPRB,prot
PTPRC,prot
PTPRF,prot
PTPRH,prot
PTPRK,prot
PTPRM,prot
PTPRN2,prot
PTPRR,prot
PTPRS,prot
PTPRZ1,prot
PTRHD1,prot
PTS,prot
PTTG1,prot
PTX3,prot
PVALB,prot
PVR,prot
PXDNL,prot
PXN,prot
PYDC1,prot
PYY,prot
PZP,prot
QDPR,prot
QPCT,prot
QSOX1,prot
RAB10,prot
RAB11FIP3,prot
RAB27B,prot
RAB2B,prot
RAB33A,prot
RAB37,prot
RAB39B,prot
RAB3GAP1,prot
RAB44,prot
RAB6A,prot
RAB6B,prot
RABEP1,prot
RABEPK,prot
RABGAP1L,prot
RAC3,prot
RAD23B,prot
RAD51,prot
RALB,prot
RALY,prot
RANBP1,prot
RANBP2,prot
RANGAP1,prot
RAP1A,prot
RAPGEF2,prot
RARRES1,prot
RARRES2,prot
RASA1,prot
RASGRF1,prot
RASSF2,prot
RBFOX3,prot
RBKS,prot
RBM17,prot
RBM19,prot
RBM25,prot
RBP1,prot
RBP2,prot
RBP5,prot
RBP7,prot
RBPMS,prot
RBPMS2,prot
RCC1,prot
RCOR1,prot
RECK,prot
REEP4,prot
REG1A,prot
REG1B,prot
REG3A,prot
REG3G,prot
REG4,prot
RELB,prot
RELT,prot
REN,prot
REPS1,prot
REST,prot
RET,prot
RETN,prot
REXO2,prot
RFC4,prot
RGCC,prot
RGL2,prot
RGMA,prot
RGMB,prot
RGS10,prot
RGS8,prot
RHOC,prot
RICTOR,prot
RIDA,prot
RILP,prot
RILPL2,prot
RIPK4,prot
RLN1,prot
RLN2,prot
RNASE1,prot
RNASE10,prot
RNASE3,prot
RNASE4,prot
RNASE6,prot
RNASEH2A,prot
RNASET2,prot
RNF149,prot
RNF168,prot
RNF31,prot
RNF4,prot
RNF41,prot
RNF43,prot
RNF5,prot
ROBO1,prot
ROBO2,prot
ROBO4,prot
ROR1,prot
RP2,prot
RPA2,prot
RPE,prot
RPGR,prot
RPL14,prot
RPS10,prot
RRAS,prot
RRM2,prot
RRM2B,prot
RRP15,prot
RSPO1,prot
RSPO3,prot
RTBDN,prot
RTKN2,prot
RTN4IP1,prot
RTN4R,prot
RUVBL1,prot
RWDD1,prot
RYR1,prot
S100A11,prot
S100A12,prot
S100A13,prot
S100A14,prot
S100A16,prot
S100A3,prot
S100A4,prot
S100G,prot
S100P,prot
SAA4,prot
SAFB2,prot
SAG,prot
SAMD9L,prot
SAP18,prot
SARG,prot
SART1,prot
SAT1,prot
SAT2,prot
SATB1,prot
SBSN,prot
SCAMP3,prot
SCARA5,prot
SCARB1,prot
SCARB2,prot
SCARF1,prot
SCARF2,prot
SCG2,prot
SCG3,prot
SCGB1A1,prot
SCGB2A2,prot
SCGB3A1,prot
SCGB3A2,prot
SCGN,prot
SCIN,prot
SCLY,prot
SCN2A,prot
SCN2B,prot
SCN3A,prot
SCN3B,prot
SCN4B,prot
SCP2,prot
SCPEP1,prot
SCRG1,prot
SCRIB,prot
SCRN1,prot
SCT,prot
SDC1,prot
SDC4,prot
SDCCAG8,prot
SDHB,prot
SDK2,prot
SEC31A,prot
SEL1L,prot
SELE,prot
SELENOP,prot
SELL,prot
SELP,prot
SELPLG,prot
SEMA3F,prot
SEMA3G,prot
SEMA4C,prot
SEMA4D,prot
SEMA6C,prot
SEMA7A,prot
SEPTIN3,prot
SEPTIN7,prot
SEPTIN8,prot
SEPTIN9,prot
SERPINA1,prot
SERPINA11,prot
SERPINA12,prot
SERPINA3,prot
SERPINA4,prot
SERPINA5,prot
SERPINA6,prot
SERPINA7,prot
SERPINA9,prot
SERPINB1,prot
SERPINB5,prot
SERPINB6,prot
SERPINB8,prot
SERPINB9,prot
SERPINC1,prot
SERPIND1,prot
SERPINE1,prot
SERPINE2,prot
SERPINF1,prot
SERPINF2,prot
SERPING1,prot
SERPINH1,prot
SERPINI1,prot
SERPINI2,prot
SESTD1,prot
SETMAR,prot
SEZ6,prot
SEZ6L,prot
SEZ6L2,prot
SF3B4,prot
SFRP1,prot
SFRP4,prot
SFTPA1,prot
SFTPA2,prot
SFTPD,prot
SGSH,prot
SH2B3,prot
SH2D1A,prot
SH3BGRL2,prot
SH3BP1,prot
SH3GL3,prot
SH3GLB2,prot
SHBG,prot
SHC1,prot
SHD,prot
SHH,prot
SHISA5,prot
SHMT1,prot
SHPK,prot
SIAE,prot
SIGLEC1,prot
SIGLEC10,prot
SIGLEC15,prot
SIGLEC5,prot
SIGLEC6,prot
SIGLEC7,prot
SIGLEC8,prot
SIGLEC9,prot
SIL1,prot
SIRPA,prot
SIRPB1,prot
SIRT1,prot
SIRT2,prot
SIRT5,prot
SIT1,prot
SKAP1,prot
SKAP2,prot
SKIV2L,prot
SLA2,prot
SLAMF1,prot
SLAMF6,prot
SLAMF7,prot
SLAMF8,prot
SLC12A2,prot
SLC13A1,prot
SLC16A1,prot
SLC1A4,prot
SLC27A4,prot
SLC28A1,prot
SLC34A3,prot
SLC39A14,prot
SLC39A5,prot
SLC44A4,prot
SLC4A1,prot
SLC51B,prot
SLC9A3R1,prot
SLC9A3R2,prot
SLIRP,prot
SLIT2,prot
SLITRK1,prot
SLITRK2,prot
SLITRK6,prot
SLK,prot
SLMAP,prot
SLURP1,prot
SMAD2,prot
SMAD3,prot
SMAD5,prot
SMARCA2,prot
SMC3,prot
SMNDC1,prot
SMOC1,prot
SMOC2,prot
SMPD1,prot
SMPD3,prot
SMPDL3A,prot
SMPDL3B,prot
SMS,prot
SMTN,prot
SNAP23,prot
SNAP25,prot
SNAP29,prot
SNAPIN,prot
SNCA,prot
SNCG,prot
SNED1,prot
SNRPB2,prot
SNU13,prot
SNX15,prot
SNX18,prot
SNX2,prot
SNX5,prot
SNX9,prot
SOD1,prot
SOD2,prot
SOD3,prot
SORBS1,prot
SORCS2,prot
SORD,prot
SORT1,prot
SOST,prot
SOWAHA,prot
SOX2,prot
SOX9,prot
SPACA5_SPACA5B,prot
SPAG1,prot
SPARC,prot
SPARCL1,prot
SPART,prot
SPESP1,prot
SPINK1,prot
SPINK2,prot
SPINK4,prot
SPINK5,prot
SPINK6,prot
SPINK8,prot
SPINT1,prot
SPINT2,prot
SPINT3,prot
SPOCK1,prot
SPON1,prot
SPON2,prot
SPP1,prot
SPRED2,prot
SPRING1,prot
SPRR1B,prot
SPRR3,prot
SPRY2,prot
SPTBN2,prot
SPTLC1,prot
SRC,prot
SRP14,prot
SRPK2,prot
SRPX,prot
SSB,prot
SSBP1,prot
SSC4D,prot
SSC5D,prot
SSH3,prot
SSNA1,prot
ST13,prot
ST3GAL1,prot
ST6GAL1,prot
ST8SIA1,prot
STAB2,prot
STAM,prot
STAMBP,prot
STAT2,prot
STAT5B,prot
STAU1,prot
STC1,prot
STC2,prot
STEAP4,prot
STIP1,prot
STK11,prot
STK24,prot
STK4,prot
STOML2,prot
STX16,prot
STX1B,prot
STX3,prot
STX4,prot
STX5,prot
STX6,prot
STX7,prot
STX8,prot
STXBP1,prot
STXBP3,prot
SUGP1,prot
SUGT1,prot
SULT1A1,prot
SULT2A1,prot
SUMF1,prot
SUMF2,prot
SUOX,prot
SUSD1,prot
SUSD2,prot
SUSD4,prot
SUSD5,prot
SV2A,prot
SWAP70,prot
SYAP1,prot
SYNGAP1,prot
SYT1,prot
SYTL4,prot
TAB2,prot
TACC3,prot
TACSTD2,prot
TADA3,prot
TAFA5,prot
TAGLN3,prot
TALDO1,prot
TANK,prot
TAP1,prot
TARBP2,prot
TARM1,prot
TARS1,prot
TAX1BP1,prot
TBC1D17,prot
TBC1D23,prot
TBC1D5,prot
TBCA,prot
TBCB,prot
TBCC,prot
TBL1X,prot
TBR1,prot
TCL1A,prot
TCL1B,prot
TCN1,prot
TCN2,prot
TCOF1,prot
TCP11,prot
TCTN3,prot
TDGF1,prot
TDO2,prot
TDP1,prot
TDRKH,prot
TEF,prot
TEK,prot
TERF1,prot
TET2,prot
TEX101,prot
TEX33,prot
TF,prot
TFAP2A,prot
TFF1,prot
TFF2,prot
TFF3,prot
TFPI,prot
TFPI2,prot
TFRC,prot
TG,prot
TGFA,prot
TGFB1,prot
TGFB2,prot
TGFBI,prot
TGFBR1,prot
TGFBR2,prot
TGFBR3,prot
TGM2,prot
TGOLN2,prot
THAP12,prot
THBD,prot
THBS2,prot
THBS4,prot
THOP1,prot
THPO,prot
THRAP3,prot
THSD1,prot
THTPA,prot
THY1,prot
TIA1,prot
TIE1,prot
TIGAR,prot
TIGIT,prot
TIMD4,prot
TIMM10,prot
TIMM8A,prot
TIMP1,prot
TIMP2,prot
TIMP3,prot
TIMP4,prot
TINAGL1,prot
TJAP1,prot
TJP3,prot
TK1,prot
TLR1,prot
TLR2,prot
TLR3,prot
TLR4,prot
TMCO5A,prot
TMED1,prot
TMED10,prot
TMED4,prot
TMED8,prot
TMEM106A,prot
TMEM132A,prot
TMEM25,prot
TMOD4,prot
TMPRSS11B,prot
TMPRSS11D,prot
TMPRSS15,prot
TMPRSS5,prot
TMSB10,prot
TNC,prot
TNF,prot
TNFAIP2,prot
TNFAIP8,prot
TNFAIP8L2,prot
TNFRSF10A,prot
TNFRSF10B,prot
TNFRSF10C,prot
TNFRSF11A,prot
TNFRSF11B,prot
TNFRSF12A,prot
TNFRSF13B,prot
TNFRSF13C,prot
TNFRSF14,prot
TNFRSF17,prot
TNFRSF19,prot
TNFRSF1A,prot
TNFRSF1B,prot
TNFRSF21,prot
TNFRSF4,prot
TNFRSF6B,prot
TNFRSF8,prot
TNFRSF9,prot
TNFSF10,prot
TNFSF11,prot
TNFSF12,prot
TNFSF13,prot
TNFSF13B,prot
TNFSF14,prot
TNFSF8,prot
TNFSF9,prot
TNIP1,prot
TNN,prot
TNNI3,prot
TNPO1,prot
TNR,prot
TNXB,prot
TOM1L2,prot
TOMM20,prot
TOP1,prot
TOP1MT,prot
TOP2B,prot
TOR1AIP1,prot
TP53,prot
TP53BP1,prot
TP53I3,prot
TP53INP1,prot
TP73,prot
TPBGL,prot
TPD52L2,prot
TPK1,prot
TPM3,prot
TPMT,prot
TPP1,prot
TPPP2,prot
TPPP3,prot
TPR,prot
TPRKB,prot
TPSAB1,prot
TPSD1,prot
TPSG1,prot
TPT1,prot
TRAF2,prot
TRAF3,prot
TRAF3IP2,prot
TRDMT1,prot
TREH,prot
TREM2,prot
TREML1,prot
TREML2,prot
TRIAP1,prot
TRIM21,prot
TRIM24,prot
TRIM25,prot
TRIM26,prot
TRIM40,prot
TRIM5,prot
TRIM58,prot
TRPV3,prot
TSC1,prot
TSC22D1,prot
TSHB,prot
TSLP,prot
TSNAX,prot
TSPAN1,prot
TSPAN15,prot
TSPAN7,prot
TSPAN8,prot
TSPYL1,prot
TST,prot
TTF2,prot
TTN,prot
TTR,prot
TUBB3,prot
TWF2,prot
TXK,prot
TXLNA,prot
TXN,prot
TXNDC15,prot
TXNDC5,prot
TXNDC9,prot
TXNL1,prot
TXNRD1,prot
TYMP,prot
TYRO3,prot
TYRP1,prot
UBAC1,prot
UBE2B,prot
UBE2L6,prot
UBE2Z,prot
UBQLN3,prot
UBXN1,prot
UFD1,prot
UGDH,prot
UHRF2,prot
ULBP2,prot
UMOD,prot
UNC5D,prot
UNC79,prot
UNG,prot
UPB1,prot
UPK3A,prot
UPK3BL1,prot
UROD,prot
UROS,prot
USO1,prot
USP25,prot
USP28,prot
USP47,prot
USP8,prot
UXS1,prot
VAMP5,prot
VAMP8,prot
VASH1,prot
VASN,prot
VASP,prot
VAT1,prot
VAV3,prot
VCAM1,prot
VCAN,prot
VCPKMT,prot
VEGFA,prot
VEGFB,prot
VEGFC,prot
VEGFD,prot
VGF,prot
VIM,prot
VIPR1,prot
VIT,prot
VMO1,prot
VNN1,prot
VNN2,prot
VPS28,prot
VPS37A,prot
VPS4B,prot
VPS53,prot
VSIG10,prot
VSIG10L,prot
VSIG2,prot
VSIG4,prot
VSIR,prot
VSNL1,prot
VSTM1,prot
VSTM2B,prot
VSTM2L,prot
VTA1,prot
VTCN1,prot
VTI1A,prot
VWA1,prot
VWA5A,prot
VWC2,prot
VWC2L,prot
VWF,prot
WARS,prot
WAS,prot
WASF1,prot
WASF3,prot
WASHC3,prot
WASL,prot
WDR46,prot
WFDC1,prot
WFDC12,prot
WFDC2,prot
WFIKKN1,prot
WFIKKN2,prot
WIF1,prot
WNT9A,prot
WWP2,prot
XCL1,prot
XG,prot
XIAP,prot
XPNPEP2,prot
XRCC4,prot
YAP1,prot
YARS1,prot
YES1,prot
YJU2,prot
YOD1,prot
YTHDF3,prot
YWHAQ,prot
YY1,prot
ZBP1,prot
ZBTB16,prot
ZBTB17,prot
ZCCHC8,prot
ZFYVE19,prot
ZHX2,prot
ZNF174,prot
ZNF75D,prot
ZNF830,prot
ZNRD2,prot
ZNRF4,prot
ZP3,prot
ZP4,prot
ZPR1,prot
