Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Mascot: Mascot,# Peptides (by Search Engine): Mascot,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio Adj. P-Value: (Both) / (Control),Abundance Ratio Adj. P-Value: (Spermidine) / (Control),Abundance Ratio Adj. P-Value: (Spermine) / (Control),"Abundance: F21: 128C, Sample, Both","Abundance: F21: 131C, Sample, Both","Abundance: F21: 132C, Sample, Both","Abundance: F21: 134N, Sample, Both","Abundance: F21: 126, Sample, Control","Abundance: F21: 130N, Sample, Control","Abundance: F21: 130C, Sample, Control","Abundance: F21: 131N, Sample, Control","Abundance: F21: 127C, Sample, Spermidine","Abundance: F21: 129N, Sample, Spermidine","Abundance: F21: 132N, Sample, Spermidine","Abundance: F21: 133N, Sample, Spermidine","Abundance: F21: 127N, Sample, Spermine","Abundance: F21: 128N, Sample, Spermine","Abundance: F21: 129C, Sample, Spermine","Abundance: F21: 133C, Sample, Spermine","Abundances (Normalized): F21: 128C, Sample, Both","Abundances (Normalized): F21: 131C, Sample, Both","Abundances (Normalized): F21: 132C, Sample, Both","Abundances (Normalized): F21: 134N, Sample, Both","Abundances (Normalized): F21: 126, Sample, Control","Abundances (Normalized): F21: 130N, Sample, Control","Abundances (Normalized): F21: 130C, Sample, Control","Abundances (Normalized): F21: 131N, Sample, Control","Abundances (Normalized): F21: 127C, Sample, Spermidine","Abundances (Normalized): F21: 129N, Sample, Spermidine","Abundances (Normalized): F21: 132N, Sample, Spermidine","Abundances (Normalized): F21: 133N, Sample, Spermidine","Abundances (Normalized): F21: 127N, Sample, Spermine","Abundances (Normalized): F21: 128N, Sample, Spermine","Abundances (Normalized): F21: 129C, Sample, Spermine","Abundances (Normalized): F21: 133C, Sample, Spermine","Found in Sample: [S300] F21: 128C, Sample, Both","Found in Sample: [S306] F21: 131C, Sample, Both","Found in Sample: [S308] F21: 132C, Sample, Both","Found in Sample: [S311] F21: 134N, Sample, Both","Found in Sample: [S296] F21: 126, Sample, Control","Found in Sample: [S303] F21: 130N, Sample, Control","Found in Sample: [S304] F21: 130C, Sample, Control","Found in Sample: [S305] F21: 131N, Sample, Control","Found in Sample: [S298] F21: 127C, Sample, Spermidine","Found in Sample: [S301] F21: 129N, Sample, Spermidine","Found in Sample: [S307] F21: 132N, Sample, Spermidine","Found in Sample: [S309] F21: 133N, Sample, Spermidine","Found in Sample: [S297] F21: 127N, Sample, Spermine","Found in Sample: [S299] F21: 128N, Sample, Spermine","Found in Sample: [S302] F21: 129C, Sample, Spermine","Found in Sample: [S310] F21: 133C, Sample, Spermine",# Protein Groups,Modifications
0,High,Master Protein,Q00610,Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5,0,0,593.493,41,59,198,59,1675,191.5,5.69,2991,59,0,0,0.9999999999,1,1,18956564.4181041,14573514.5425928,14687677.2025512,15826219.8870608,12218360.8891213,14439156.7424587,13810302.4462415,17676490.0110036,19653562.7968865,20702382.2690876,19001948.35201,15227425.9488752,18216324.5645589,15139170.9056902,14645135.6687415,12261378.9233993,22348019.518712,21641383.7635676,19158397.6375614,21192134.5445104,20392153.3051723,17425808.0941873,20450758.8199581,21167992.2121801,20459415.3271484,20702382.2690876,22259226.4776241,20949944.0433317,20684981.5188316,21220379.8879267,20508506.9662959,20616931.6532456,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P26038,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3,0,0,582.527,74,61,254,45,577,67.8,6.4,2654,61,0,19,0.2643365539,0.5146703601,1,28998765.1155556,21796879.439723,27737451.6768576,25677241.3104017,30672643.6713799,33320853.4456004,29414400.2988941,32533288.2723435,33149370.467477,36131501.2937933,32150784.9479648,24845781.3823197,34865583.7928254,33885691.3352704,34579476.0390195,22206413.6305512,34186836.5241361,32367939.2108623,36180338.207976,34383166.4456263,51191911.7218584,40213068.3968667,43557830.0104571,38959340.4774865,34508589.8794422,36131501.2937933,37662011.8280889,34182909.9297574,39590530.6716481,47497134.9077774,48423820.8015203,37339039.5113774,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13201,Multimerin-1 OS=Homo sapiens OX=9606 GN=MMRN1 PE=1 SV=3,0,0,578.65,43,51,236,51,1228,138,7.93,3435,51,0,0,0.514474228,0.5667986705,1,27480816.9845864,21212851.3240497,25811706.7300746,25956108.813931,12710362.4125109,14905004.3936313,19750650.1646787,25784463.2171016,39389275.9469172,30338073.0318839,26952494.3271235,25596183.9821904,30665508.0758403,17857755.5877546,16995850.7585208,19488957.788385,32397317.4050021,31500668.8936674,33668423.8371601,34756584.5895077,21213292.1291428,17988013.4857661,29247424.8574575,30877471.5022659,41004349.4078998,30338073.0318839,31572640.0393493,35215316.3607618,34821265.1551258,25030984.845773,23800361.5373267,32769765.3931348,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P04350,Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2,0,0,565.954,72,27,229,3,444,49.6,4.88,3245,27,0,0,0.9999999999,1,1,471288.149713902,445835.364523435,348208.48033125,441784.367707031,338657.998141055,382142.084336719,400136.626441407,547213.437503906,526146.403380469,484098.13276172,527515.149588281,433899.613614844,700125.397467229,392446.850451563,356977.105598438,360246.150077344,555604.725436705,662056.787388028,454198.198595916,591572.329142433,565212.132689905,461185.839667703,592535.73006375,655300.332604059,547719.917294164,484098.13276172,617940.800992716,596960.553686075,795005.647607427,550087.670208705,499897.551143874,605736.948583788,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q6S8J3,POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=2 SV=3,0,0,565.948,14,18,669,1,1075,121.3,6.2,14350,18,0,3,0.9999999999,1,1,726551.014831641,541891.450484983,517582.337610937,669102.270063796,332725.209822071,569825.062072974,547065.921458204,788831.662951603,788299.866793423,698036.328683202,760721.345664844,608286.274620741,915881.402616214,455786.535669897,424430.437535157,561901.515965625,856535.81011181,804698.194376343,675127.053609708,895962.866206751,555310.450293572,687689.894642087,810113.555580002,944643.562589979,820622.425752616,698036.328683202,891122.763088952,836882.310800045,1040000.67738235,638870.087072072,594356.70531045,944810.956654352,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9BQE3,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,0,0,554.434,70,29,198,2,449,49.9,5.1,3685,29,0,0,0.3867265395,0.3393684736,1,538193.261808985,490732.117927734,450604.000197656,556934.758436719,314287.370235352,402421.228751953,396028.011944222,518184.402108399,713826.957597933,666539.650053908,557128.17773379,530052.561594476,519394.465353685,409332.256827944,403000.756400223,396575.408899058,634479.605822444,728727.587168068,587761.461108566,745764.713085715,524538.135178594,485659.601203587,586451.555984784,620537.413336904,743095.913353911,666539.650053908,652630.038536582,729248.104224023,589782.251559511,573755.725751573,564347.371509648,666822.887679185,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9BVA1,Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1,0,0,552.269,68,27,238,1,445,49.9,4.89,3105,27,0,1,0.9999999999,1,1,213119.025850718,185246.275139063,164286.149310938,232987.919793751,165501.864025781,181935.995355469,161994.317151563,208140.7428375,227239.343074219,220381.364091233,250667.93090625,186945.755450348,207777.184570313,160323.451586719,179197.82244375,202729.826939063,251247.433051324,275087.09167848,214292.520964174,311982.986382716,276218.669110553,219568.34440108,239886.615312471,249253.195667177,236556.80889372,220381.364091233,293636.954556264,257200.601662586,235934.927907113,224723.306765437,250942.010580124,340880.663764547,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,0,0,547.069,88,34,189,31,364,39.4,8.09,2790,34,0,5,0.9999999999,1,1,29461698.3869204,21224376.127658,31504237.0173112,28380677.101486,21364557.9725877,23931210.0182403,26093784.4309255,32459363.261882,34620026.0327761,32889913.0987257,30913137.8236669,28577039.2854653,35238897.5331686,26981211.6064533,26373581.0684466,25011099.9369785,34732591.6280748,31517783.0013837,41093679.5329891,38003208.0870257,35656938.3919697,28881234.5954587,38640550.7174151,38870813.6237525,36039546.5474313,32889913.0987257,36212209.5694583,39316387.1533267,40014435.4935215,37819215.0476535,36932588.6289235,42054987.5503094,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P30101,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,0,0,528.079,65,41,225,41,505,56.7,6.35,2559,41,0,0,0.9999999999,1,1,36534733.8936555,29025000.8205925,35244652.5624228,34003322.3092127,26344209.8648563,29305514.8015612,30477610.9395326,36501518.6324091,39230461.9167362,39551291.8671552,37542848.7928633,34149443.1486749,37746510.6556357,30646703.2846697,30024391.4482734,28584916.5433749,43071040.0976772,43101557.9433835,45972624.4713021,45532223.5176536,43967858.7940628,35367181.4872489,45132267.9687243,43711385.1031851,40839023.5462822,39551291.8671552,43978373.0812605,46982919.206284,42861877.6825747,42957087.2846695,42045048.6156965,48064191.994248,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P04275,von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4,0,0,508.472,35,71,167,70,2813,309.1,5.48,2343,71,0,1,0.5881752184,0.6107997568,1,15442297.6711646,10945097.404989,12583980.5633147,14693466.9609069,7966632.39606937,9553305.71673341,9724005.49320706,15377778.0876871,17068663.7261262,16873310.4926398,15286338.0074431,14842579.6504534,14675089.8422452,11082336.1257529,10180429.7513652,11317683.2493772,18205027.1429649,16253255.3543432,16414365.6053014,19675319.2476139,13296119.7185822,11529348.6353935,14399633.3085121,18415233.261703,17768527.9692683,16873310.4926398,17906693.2199716,20420471.2063409,16663842.4287092,15533967.0910102,14256297.7358679,19030151.7866152,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",0,0,493.635,69,24,139,24,529,56.5,5.4,2880,24,0,0,0.0525031959,0.2238047568,1,14757570.192907,11461389.6378203,13456281.3892575,11038437.8153788,7703579.01881353,9573791.08838339,8301332.32810539,11567259.8062033,14564465.4870601,15281962.060322,13077233.0471903,10981562.1113222,12568963.0447501,9729089.39845118,8980167.35076044,7969312.10608334,17397797.3775077,17019939.2117062,17552182.4195274,14781044.4322193,12857089.8973874,11554071.2810076,12292891.1938933,13852052.3781334,15161650.408998,15281962.060322,15318907.656503,15108470.2373854,14272295.5649,13637138.670595,12575494.6104503,13400023.279678,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,0,493.184,54,53,203,51,803,92.4,4.84,2274,53,0,3,0.9999999999,1,1,27377864.4718478,21531405.2791302,24996599.1303445,22747152.916846,19855006.6528481,22331656.1887289,21891365.3157363,25907432.9384668,29760190.0962391,30937229.0386521,27662696.3195537,23211249.4736901,27522244.3650213,23003718.5840584,22224253.6995569,18766336.386155,32275946.0049195,31973715.2800521,32605209.0552942,30459625.1384371,33137533.1940465,26950822.8292766,32417467.6155308,31024730.4944397,30980443.3774369,30937229.0386521,32404583.5170135,31934115.4100664,31252029.6852219,32244014.5652365,31122023.8670042,31554711.5110207,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P08567,Pleckstrin OS=Homo sapiens OX=9606 GN=PLEK PE=1 SV=3,0,0,492.495,70,32,175,32,350,40.1,8.28,2473,32,0,0,0.9999999999,0.9482557575,1,23353803.6497465,15673055.0930121,17956909.1539846,22751260.6176877,10287601.566307,12708691.0376324,16533213.9468839,26303338.6536676,26540504.7295056,24978043.3629565,23805660.0963572,21549425.8052345,22822357.5587291,15431299.3174918,14384271.1859233,17316410.6399734,27531954.0128411,23274179.9532364,23422737.3851767,30465125.5642828,17169761.9825134,15337406.1311277,24482937.4492453,31498836.4448242,27628741.6620015,24978043.3629565,27886381.4235186,29647772.7950429,25915219.2115055,21629852.5012623,20143201.9814772,29116729.6006615,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P55072,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,0,0,489.9,62,53,161,53,806,89.3,5.26,1900,53,0,0,0.9999999999,1,1,15765720.0065492,11262883.3551173,15997519.1930313,13794669.5645801,10113430.7211005,12757319.5270961,13458585.0462224,15768292.5852091,19345434.8119051,16035159.9812993,16648272.7887518,13421537.5919931,17783288.7777415,13447811.9698315,12215417.6826011,11467270.1359796,18586311.8791938,16725161.2684105,20866936.9354998,18471782.6174432,16879074.9902913,15396093.1265264,19929923.90352,18882883.1083153,20138653.2096736,16035159.9812993,19502088.2912195,18465396.743466,20193261.1821871,18849623.9615061,17106019.6577452,19281675.0970495,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P02679,Fibrinogen gamma chain OS=Homo sapiens OX=9606 GN=FGG PE=1 SV=3,0,0,488.995,71,32,195,32,453,51.5,5.62,2632,32,0,0,0.7408279191,0.8391389834,1,22364477.0778981,16994023.8952498,25686090.9717622,21003869.0223923,9737052.44006622,12340856.6706165,18463199.4818144,21221242.3083206,36278435.4299661,24828794.9293304,22221720.9528113,19345711.989901,28624774.6344178,13957511.713806,13339383.3315349,15847300.9653734,26365630.3557478,25235792.7615521,33504572.4252517,28125277.0057701,16250908.6038801,14893487.4726913,27340924.7275482,25412912.3845109,37765955.4937487,24828794.9293304,26030926.4212303,26615895.8859869,32503973.6855385,19564063.4947735,18679979.6306962,26646490.8174405,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3,0,0,460.702,83,34,160,34,417,44.6,8.1,2341,34,0,0,0.1365653732,0.3393684736,1,24609212.1996477,18199396.7378666,20461300.1258546,22093040.709981,22180103.7509527,26859742.9034319,22891102.3434801,28356099.2883872,26088673.6130678,29946894.2424118,26643733.4854553,20873656.2439881,28027304.4044607,25995761.7705994,25208911.4206847,18116833.1676269,29011963.4786046,27025747.8330632,26689429.4166894,29583734.7493227,37018064.871268,32415516.6151838,33897911.7200215,33957063.2252634,27158384.171888,29946894.2424118,31210951.9969026,28718046.7506129,31825534.9246943,36437922.7689954,35301628.2797108,30462602.4139433,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",0,0,459.027,65,35,161,35,573,61,5.87,2533,35,0,0,0.1185969739,0.5853302485,1,31544489.9469835,23767180.341685,29915265.5874209,25689563.7745752,19307108.8981777,23026790.0223751,20222868.9002176,26352995.4601249,30844000.4979779,33619182.1226225,30083507.8858737,24146088.8327734,27940765.2790212,23812116.9852909,23021773.9926725,18023073.9725365,37188008.4119961,35293797.4741139,39021047.75679,34399666.8683771,32223104.8914133,27789740.8492796,29946702.1910542,31558301.5813822,32108693.1189327,33619182.1226225,35240366.0334241,33220270.5572366,31727268.1089035,33377136.1398466,32238841.8232921,30304950.7395992,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P25705,"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",0,0,453.834,67,37,151,37,553,59.7,9.13,2774,37,0,0,0.0818597159,0.2811716802,1,27704327.741531,21887777.1511733,26111729.1705401,23181604.6980374,16779637.3621896,19431192.0375725,17984857.840596,24221901.4428406,29069898.8014314,31044123.7632133,26256953.1139676,22538439.9175725,24727526.8681389,19949132.4820556,19695929.7696153,16468509.1365233,32660815.7187614,32502920.5326964,34059768.8494015,31041378.7514802,28004815.0975492,23450415.3897273,26632580.3899654,29006268.823,30261848.1566547,31044123.7632133,30757870.4640747,31008461.7506886,28078575.041916,27962440.7664681,27581452.4374796,27691023.1238839,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P0DMV8,Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1,0,0,450.285,54,34,160,16,641,70,5.66,2709,34,0,15,0.9999999999,1,1,14069848.0703189,11097372.1682703,10608986.4566723,10975810.3015696,10798165.2221328,11551324.762338,10854786.4574798,12789021.7330382,13360208.2624891,20866645.2108003,17579467.1187838,10661604.6745092,14319724.234432,12375163.0040431,13271881.9010951,9583105.94447214,16587037.2059879,16479380.396456,13838211.3295033,14697182.9221238,18021880.5634041,13940645.7130723,16074131.6671513,15315139.6163963,13908015.1789459,20866645.2108003,20592906.1959355,14668271.7153249,16260318.0512206,17346105.791177,18585453.1211628,16113541.6756388,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P05164,Myeloperoxidase OS=Homo sapiens OX=9606 GN=MPO PE=1 SV=1,0,0,445.646,59,45,159,40,745,83.8,8.97,2236,45,0,5,0.9999999999,1,1,14791639.2999672,12241794.0020449,9720771.42040235,8264553.28284021,9491442.11422347,11886504.2035996,7425826.76080269,8526559.81210337,10190281.5010198,16617969.8036724,13171094.281546,7991344.24115132,9828278.45317337,12060802.2093657,10796965.2183377,6055077.33703425,17437961.6737786,18178824.4131851,12679636.2452439,11066668.2486459,15840990.8200325,14345154.9738774,10996413.2005883,10210746.1145814,10608112.314524,16617969.8036724,15428858.4065149,10994518.3936677,11160196.308829,16905470.3345538,15119671.2276111,10181327.5972179,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14766,Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4,0,0,435.555,30,38,142,38,1721,186.7,5.96,2482,38,0,0,0.5832600466,0.620549213,1,15101996.2175104,11136783.1868113,13421430.2389472,14448906.9672796,7359141.4088646,8395907.8681335,10571930.7184978,14987373.4940327,18638981.8330609,16472579.1569673,15521732.91462,14391081.5223797,16661991.3930512,10860914.5975358,9976621.11377971,11501379.2946897,17803843.5022601,16537904.9873684,17506723.0738076,19347840.6503152,12282231.7302498,10132550.1132872,15655269.4068004,17947715.0274308,19403233.6293844,16472579.1569673,18182439.0778945,19799298.5570323,18920006.7670479,15223603.4011224,13970891.6489421,19339028.0422827,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P61224,Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1,0,0,432.232,77,20,182,7,184,20.8,5.78,2844,20,0,19,0.9999999999,0.9333534966,1,21595510.8409372,15467051.8932617,17278876.046439,20912619.4617366,10329894.8685259,11614423.1514013,16082907.0578566,24124146.1705329,26174738.813022,24647702.6044878,21825693.5231616,19077121.5188762,22249787.6407392,14406495.3906289,13958165.8908719,16009870.6767025,25459090.958956,22968269.2349061,22538320.6250144,28003089.0808996,17240348.4965685,14016795.6183944,23816107.9125056,28889204.6976209,27247978.2922658,24647702.6044878,25567012.7169816,26246368.2089236,25265055.2264554,20193398.1026601,19546499.867574,26919844.1366958,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P08238,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,0,0,425.071,56,44,153,25,724,83.2,5.03,2451,44,0,0,0.8997869244,1,1,7690450.80080253,6240230.98443359,5600451.64772537,5193219.16086665,7319755.55877242,8621538.63260289,6588426.35148518,6932504.01900961,7457600.04212695,10713099.8631035,8559308.82195555,5189935.85207025,7657764.15245335,8004328.9613993,7914692.01238701,4195321.90190645,9066323.45468103,9266620.83553979,7305149.62559372,6953991.5381938,12216497.6845441,10404851.2228268,9756362.60261263,8301828.64324042,7763383.06608742,10713099.8631035,10026529.3869026,7140331.27164112,8695536.21575496,11219564.292321,11083442.3076446,7054236.35101152,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NY65,Tubulin alpha-8 chain OS=Homo sapiens OX=9606 GN=TUBA8 PE=1 SV=1,0,0,420.539,57,22,139,8,449,50.1,5.06,2876,22,0,0,0.549130117,0.6830377417,1,1928730.23741659,1553526.42783533,1596361.13366426,1964593.24225351,1038513.93513571,1219078.66570278,1426898.69917879,1897184.62375233,2351613.8232628,2157327.47784265,1903428.65385551,1815054.35856798,1960989.76453483,1387260.9148793,1331109.48882559,1352733.33684844,2273792.86886768,2306956.32912493,2082270.80089804,2630692.90153812,1733255.02225923,1471237.63936904,2112999.42713124,2271921.02706237,2448036.74511467,2157327.47784265,2229710.80150774,2497157.91593873,2226741.0143174,1944505.66684249,1864036.5539767,2274557.44782898,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,0,0,418.521,55,44,174,27,732,84.6,5.02,2186,44,0,23,0.4927383718,0.9681530919,1,20143484.9997324,15636617.3026641,16797526.5578205,16208323.1401439,17426759.6220878,20560927.0848519,17309733.1123929,20427053.8252374,21090973.0660469,25012606.9812755,21854832.2741653,15993096.5875732,21322943.7938625,19601093.9852303,19638701.0049357,13735827.5354024,23747288.0644437,23220070.5479785,21910455.1852709,21703790.7458659,29084846.7360633,24813829.2290742,25632833.0604904,24461853.909981,21955763.5463587,25012606.9812755,25601146.3776911,22003356.2937148,24212606.4860116,27474599.7106887,27501311.3895813,23096147.6084657,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,1,
