"","Protein","logFC","P.Value","adj.P.Val","UniProt.ID","Protein.name","Gene.name","Explore.384.panel","Significance","LFC"
"692","MAPT",-0.390707085069495,0.0317725418114344,0.0760657090283507,"O43557","Tumor necrosis factor ligand superfamily member 14","TNFSF14","Neurology",1.35792629526032e-06,0.430738477569754
"693","MARCO",0.129489078267114,0.0287287014880985,0.0696879621989311,"Q15025","TNFAIP3-interacting protein 1","TNIP1","Neurology_II",1.202281445149e-06,0.523550749113157
"694","MARS1",0.686916644389445,1.91195835501067e-12,1.9009028135021e-11,"Q92752","Tenascin-R","TNR","Neurology",0,0
"695","MAVS",0.681212614111499,7.97186598248725e-13,8.35188683398216e-12,"P22105","Tenascin-X","TNXB","Neurology",0,0
"696","MAX",1.39980539755306,1.14633659744037e-12,1.16750587955338e-11,"Q6ZVM7","TOM1-like protein 2","TOM1L2","Neurology_II",3.98704282336137e-07,0.830538236280131
"697","MCEMP1",0.593906131606566,4.39959614419985e-06,2.24433150602027e-05,"O15350","Tumor protein p73","TP73","Neurology_II",0,0
"698","MCFD2",0.315539661748896,2.05608327637891e-06,1.09470517611212e-05,"P0DKB5","Trophoblast glycoprotein-like","TPBGL","Neurology_II",0,0
"699","MCTS1",0.239805336701292,2.65507108174512e-06,1.39331647611149e-05,"Q9BW30","Tubulin polymerization-promoting protein family member 3","TPPP3","Neurology",0,0
"700","MDH1",0.519720993153986,6.78171429703561e-12,6.37393919300163e-11,"Q9BZJ3","Tryptase delta","TPSD1","Neurology_II",0,0
"701","MDK",0.264789202411589,2.63558476867305e-05,0.000122088974307945,"Q5T2D2","Trem-like transcript 2 protein","TREML2","Neurology",0,0
"702","MDM1",0.172543165621543,0.011261609670351,0.0312015972193706,"Q6P9F5","E3 ubiquitin ligase TRIM40","TRIM40","Neurology_II",0,0
"703","MECR",1.37877861943879,2.89633124545652e-17,7.17455612751645e-16,"Q15714","TSC22 domain family protein 1","TSC22D1","Neurology_II",0.0443926640966179,0.342679640272693
"704","MED18",0.701168405910985,1.11308044925405e-12,1.13759935425511e-11,"P41732","Tetraspanin-7","TSPAN7","Neurology_II",0,0
"705","MENT",-0.12811339003043,0.00494599418855119,0.015186072492789,"Q16762","Thiosulfate sulfurtransferase","TST","Neurology",0.0101963738615521,0.317150093503651
"706","MESD",1.47763672532429,4.84412892674841e-19,1.91343092606562e-17,"Q9UNY4","Transcription termination factor 2","TTF2","Neurology_II",1.41095535013983e-05,0.471191803064652
"707","METAP1D",1.11409741866468,2.3680474991457e-14,3.14627401818312e-13,"Q13509","Tubulin beta-3 chain","TUBB3","Neurology_II",0,0
"708","METAP2",1.04437666849082,2.04801925492427e-16,4.05604510231647e-15,"P40222","Alpha-taxilin","TXLNA","Neurology",1.65493632426703e-12,0.760887101783985
"709","MFGE8",0.237982546698852,0.0228201937771297,0.057291940737744,"Q8NBS9","Thioredoxin domain-containing protein 5","TXNDC5","Neurology",1.82971725737955e-09,0.463516115907474
"710","MGLL",1.64446293815407,1.64009973035303e-20,1.26158197679523e-18,"O14530","Thioredoxin domain-containing protein 9","TXNDC9","Neurology_II",9.85282320568413e-08,0.422808929093437
"711","MGMT",2.02140416738794,1.29150689063222e-20,1.07975405016667e-18,"O43396","Thioredoxin-like protein 1","TXNL1","Neurology_II",0,0
"712","MICALL2",0.42022360232854,9.02820849727844e-05,0.000386942132515321,"Q16881","Thioredoxin reductase 1, cytoplasmic","TXNRD1","Neurology",1.08762900676413e-08,0.426040905302722
"713","MIF",1.05535045779524,2.2365390913065e-16,4.38751930462342e-15,"Q9BZM5","UL16-binding protein 2","ULBP2","Neurology",0,0
"714","MINDY1",0.837374322554958,1.18822791799053e-09,9.04476615699562e-09,"O75631","Uroplakin-3a","UPK3A","Neurology_II",0,0
"715","MINK1",1.84125918783211,3.21065802863448e-19,1.32179625601388e-17,"P10746","Uroporphyrinogen-III synthase","UROS","Neurology_II",0.0361670988031932,0.321062649844861
"716","MITD1",1.34281231122617,7.51081123939071e-17,1.63836576512978e-15,"Q96RU2","Ubiquitin carboxyl-terminal hydrolase 28","USP28","Neurology_II",0.0165366261523644,0.194137503995653
"717","MKI67",0.251784526978232,0.028339448598629,0.069319002722839,"Q9UKW4","Guanine nucleotide exchange factor VAV3","VAV3","Neurology_II",5.12109787358605e-07,0.757658440878593
"718","MME",0.670600500972234,1.13805841594388e-05,5.56278386254845e-05,"P13611","Versican core protein","VCAN","Neurology",0,0
"719","MMP1",0.726366095736406,0.000105790751075539,0.000444290754876149,"O15240","Neurosecretory protein VGF","VGF","Neurology_II",0,0
"720","MMP10",-0.271447642431434,0.0145149700530631,0.0390315156072709,"Q9Y279","V-set and immunoglobulin domain-containing protein 4","VSIG4","Neurology",0,0
"721","MOCS2",0.332447763660026,0.000124080932409846,0.000514451865863801,"P62760","Visinin-like protein 1","VSNL1","Neurology_II",0.0650073690308504,0.235368695281705
"722","MPHOSPH8",0.679487418777321,1.58966090340096e-09,1.18233557777124e-08,"Q6UX27","V-set and transmembrane domain-containing protein 1","VSTM1","Neurology",0,0
"723","MPI",1.03186388755402,1.20905617222053e-16,2.50643346907845e-15,"Q9NP79","Vacuolar protein sorting-associated protein VTA1 homolog","VTA1","Neurology",6.25438865112947e-19,1.29343723299704
"724","MPIG6B",1.74525827083586,2.74132895876809e-21,3.48387154194744e-19,"Q2TAL6","Brorin","VWC2","Neurology",0,0
"725","MPO",0.296632435951165,0.00492208100513055,0.0151604244236002,"B2RUY7","von Willebrand factor C domain-containing protein 2-like","VWC2L","Neurology_II",0,0
"726","MPRIP",0.194194403235255,0.0137646623743859,0.0372883300466449,"P23381","Tryptophan--tRNA ligase, cytoplasmic","WARS","Neurology",0,0
"727","MRI1",0.545619758102999,4.04174369976407e-07,2.32559386504141e-06,"Q9UPY6","Wiskott-Aldrich syndrome protein family member 3","WASF3","Neurology",1.46713009962496e-14,2.35967842638197
"728","MRPL24",0.277534465377855,1.06944320867253e-06,5.92042139952613e-06,"Q9Y3C0","WASH complex subunit 3","WASHC3","Neurology_II",6.4618284691836e-08,0.509545922024292
"729","MRPL46",0.15993247185391,0.00532821019861755,0.0162402068931794,"Q96NZ8","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1","WFIKKN1","Neurology",0,0
"730","MRPL58",0.273133972014888,0.0308063982133594,0.0741128411338679,"O00308","NEDD4-like E3 ubiquitin-protein ligase WWP2","WWP2","Neurology",0.0202902048213667,0.191862172597846
"731","MSR1",0.314446367918463,0.00151598359766277,0.00531250609107169,"Q13426","DNA repair protein XRCC4","XRCC4","Neurology",0.0270980483153295,0.191344891337566
"732","MSRA",0.972401626296372,1.74069426203512e-18,5.41281843396664e-17,"P46937","Transcriptional coactivator YAP1","YAP1","Neurology_II",0.0147361817391779,0.173602264409388
"733","MTDH",1.9637529420732,2.30680663459994e-18,6.74279579293564e-17,"Q9Y6X8","Zinc fingers and homeoboxes protein 2","ZHX2","Neurology_II",0.0028680830500916,0.25822437488067
"734","MTHFD2",0.214232920650578,0.00372880935282407,0.0120567585600716,"O75312","Zinc finger protein ZPR1","ZPR1","Neurology_II",0,0
